id,user_id,action,target,detail,created_at
189,ADM001,LOGIN,,,2026-05-05 13:26:27
190,ADM001,LOGOUT,,,2026-05-05 13:27:12
191,ADM001,LOGIN,,,2026-05-05 21:51:10
192,ADM001,LOGIN,,,2026-05-06 13:20:04
193,ADM001,ADD_COUNSELOR,CSL003,Thoudam Samananda,2026-05-06 13:20:51
194,ADM001,LOGOUT,,,2026-05-06 13:21:03
195,CSL003,LOGIN,,,2026-05-06 13:21:11
196,TCH001,LOGIN,,,2026-05-06 21:04:09
197,TCH002,LOGIN,,,2026-05-06 21:10:36
198,TCH002,ADD_STUDENT,1003,,2026-05-06 21:18:49
199,TCH002,ADD_STUDENT,1004,,2026-05-06 21:18:59
200,TCH004,LOGIN,,,2026-05-06 21:30:58
201,TCH004,LOGOUT,,,2026-05-06 21:35:21
202,TCH004,LOGIN,,,2026-05-06 21:41:04
203,TCH004,ADD_STUDENT,1005,,2026-05-06 21:42:15
204,TCH004,ADD_STUDENT,1006,,2026-05-06 21:57:57
205,ADM001,LOGIN,,,2026-05-07 09:22:27
206,ADM001,LOGOUT,,,2026-05-07 09:22:52
207,TCH003,LOGIN,,,2026-05-07 09:23:09
208,TCH003,LOGIN,,,2026-05-07 10:04:23
209,TCH003,LOGIN,,,2026-05-07 10:08:45
210,PAR0001,LOGIN,,,2026-05-12 14:52:13
211,PAR0001,LOGIN,,,2026-05-12 14:54:38
212,PAR0001,LOGIN,,,2026-05-12 14:55:07
213,CSL001,LOGIN,,,2026-05-12 21:07:42
214,CSL002,LOGIN,,,2026-05-12 21:09:09
215,CSL002,EMAIL_REPORT,309,recipients=10 ok=10 sim=0 fail=0,2026-05-12 21:10:33
216,CSL002,mark_student_reported,student_309,Marked student Takhellambam Bembem as reported: academic,2026-05-12 21:10:33
217,CSL002,SET_COUNSELOR_REPORTED,student_309,Counselor reported toggled to True for student 309,2026-05-12 21:10:34
218,CSL002,LOGOUT,,,2026-05-12 21:11:07
219,CSL002,LOGIN,,,2026-05-12 22:45:49
220,CSL002,LOGIN,,,2026-05-12 22:48:04
221,ADM001,LOGIN,,,2026-05-13 12:25:46
222,ADM001,LOGOUT,,,2026-05-13 12:26:52
223,TCH003,LOGIN,,,2026-05-14 16:27:53
224,TCH003,LOGOUT,,,2026-05-14 16:32:50
225,TCH003,LOGIN,,,2026-05-14 16:33:11
226,TCH003,LOGOUT,,,2026-05-14 16:33:53
227,TCH003,LOGIN,,,2026-05-14 16:34:46
228,TCH003,LOGIN,,,2026-05-14 16:37:38
229,TCH003,LOGIN,,,2026-05-14 16:47:20
230,TCH003,LOGIN,,,2026-05-14 16:52:11
231,TCH003,LOGOUT,,,2026-05-14 16:53:48
232,TCH003,LOGIN,,,2026-06-03 07:58:54
233,TCH003,ADD_STUDENT,1007,,2026-06-03 08:00:04
234,TCH003,ADD_STUDENT,1008,,2026-06-03 08:00:13
235,TCH003,LOGOUT,,,2026-06-03 08:00:35
236,CSL002,LOGIN,,,2026-06-03 08:01:13
237,CSL002,LOGIN,,,2026-06-03 08:02:52
238,TCH003,LOGIN,,,2026-06-03 11:36:04
239,TCH003,ADD_STUDENT,1009,,2026-06-03 11:37:37
